ID,Charactor,cantonesePhonetic
6963,柒,cat1
6964,倛,hei1
6965,凄,cai1
6966,栖,cai1
6967,桤,hei1
6968,郪,cai1
6969,娸,hei1
6970,戚,cik1
6971,桼,cat1
6972,萋,cai1
6973,期,gei1
6974,期,kei4
6975,欺,hei1
6976,僛,hei1
6977,嘁,ci1
6978,槭,zik1
6979,漆,cat1
6980,磎,kai1
6981,諆,hei1
6982,踦,gei2
6983,踦,ji2
6984,蹊,hai4
6985,魌,hei1
6986,亓,kei4
6987,祁,kei4
6988,齐,cai4
6989,齐,zai6
6990,齐,zi1
6991,圻,kei4
6992,岐,kei4
6993,其,gei1
6994,其,kei4
6995,奇,gei1
6996,奇,kei4
6997,歧,kei4
6998,祇,kei4
6999,祇,zi2
7000,祈,kei4
7001,肵,kei4
7002,疧,kei4
7003,耆,kei4
7004,脐,ci4
7005,蚑,kei4
7006,颀,kei4
7007,埼,kei4
7008,崎,kei1
7009,淇,kei4
7010,畦,kwai4
7011,萁,kei4
7012,跂,kei4
7013,跂,kei5
7014,骐,kei4
7015,骑,ke4
7016,骑,gei6
7017,骑,kei4
7018,棋,kei4
7019,琦,kei4
7020,琪,kei4
7021,祺,kei4
7022,蛴,cai4
7023,碁,kei4
7024,碕,kei4
7025,锜,kei4
7026,鬾,gei6
7027,鬿,kei4
7028,旗,kei4
7029,綦,kei4
7030,蜞,kei4
7031,蕲,kei4
7032,踑,kei1
7033,鲯,kei4
7034,懠,cai4
7035,鳍,kei4
7036,麒,kei4
7037,鬐,kei4
7038,騹,kei4
7039,乞,hat1
7040,企,kei2
7041,企,kei5
7042,屺,hei2
7043,岂,hei2
7044,岂,hoi2
7045,芑,hei2
7046,启,kai2
7047,杞,gei2
7048,起,hei2
7049,绮,ji2
7050,棨,kai2
7051,綮,kai2
7052,綮,hing3
7053,气,hei3
7054,讫,gat1
7055,讫,ngat6
7056,汔,ngat6
7057,迄,hat1
7058,迄,ngat6
7059,弃,hei3
7060,汽,hei3
7061,泣,jap1
7062,咠,cap1
7063,契,kai3
7064,契,kit3
7065,契,sit3
7066,砌,cai3
7067,荠,cai4
7068,荠,cai5
7069,荠,ci4
7070,栔,kai3
7071,唭,gei1
7072,愒,kai3
7073,愒,koi3
7074,湆,jap1
7075,湇,jap1
7076,葺,cap1
7077,碛,zik1
7078,甈,hei3
7079,器,hei3
7080,憩,hei3
7081,磩,cit1
7082,蟿,gai3
7083,掐,haap3
7084,帢,hap1
7085,恰,hap1
7086,洽,haap6
7087,洽,hap1
7088,洽,hap6
7089,愘,kok3
7090,髂,kaa3
7091,千,cin1
7092,仟,cin1
7093,阡,cin1
7094,扦,ci2
7095,扦,cin1
7096,扦,to1
7097,芊,cin1
7098,迁,cin1
7099,佥,cim1
7100,岍,hin1
7101,汧,hin1
7102,牵,hin1
7103,悭,haan1
7104,铅,jyun4
7105,掔,haan1
7106,谦,him1
7107,鈆,jyun4
7108,愆,hin1
7109,签,cim1
7110,骞,hin1
7111,搴,hin1
7112,褰,hin1
7113,攐,hin1
7114,攓,hin1
7115,岒,kim4
7116,扲,ngam4
7117,拑,kim4
7118,前,cin4
7119,荨,cam4
7120,钤,kim4
7121,虔,kin4
7122,钱,cin4
7123,钱,zin2
7124,钳,kim4
7125,掮,kin4
7126,揵,kin4
7127,箝,kim4
7128,潜,cim4
7129,黔,kim4
7130,黚,kim4
7131,灊,cam4
7132,鰬,kin4
7133,凵,ham3
7134,浅,cin2
7135,慊,him3
7136,慊,hip3
7137,遣,hin2
7138,谴,hin2
7139,缱,hin2
7140,欠,him3
7141,芡,him3
7142,俔,jin5
7143,茜,sai1
7144,茜,sin3
7145,茜,sin6
7146,倩,sin3
7147,倩,sin6
7148,堑,cim3
7149,傔,him3
7150,嵌,haam1
7151,嵌,ham3
7152,嵌,ham6
7153,椠,cim3
7154,嗛,him1
7155,嗛,hip3
7156,蒨,sin3
7157,歉,him3
7158,歉,hip3
7159,綪,zang1
7160,綪,sin6
7161,呛,coeng1
7162,呛,coeng3
7163,羌,goeng1
7164,戕,coeng4
7165,戗,coeng3
7166,斨,coeng1
7167,枪,coeng1
7168,玱,coeng1
7169,跄,coeng1
7170,椌,hong1
7171,腔,hong1
7172,蜣,goeng1
7173,锖,coeng1
7174,牄,coeng1
7175,锵,coeng1
7176,镪,koeng5
7177,蹡,coeng1
7178,鎗,coeng1
7179,强,goeng6
7180,强,koeng4
7181,强,koeng5
7182,墙,coeng4
7183,嫱,coeng4
7184,蔷,coeng4
7185,樯,coeng4
7186,廧,coeng4
7187,謒,coeng1
7188,蘠,coeng4
7189,抢,coeng1
7190,抢,coeng2
7191,抢,cong2
7192,羟,coeng1
7193,羟,koeng5
7194,襁,koeng5
7195,炝,coeng3
7196,唴,goeng6
7197,悄,ciu2
7198,悄,ciu5
7199,硗,haau1
7200,鄗,haau1
7201,鄗,hou6
7202,跷,hiu1
7203,鄡,hiu1
7204,劁,ciu4
7205,敲,haau1
7206,锹,ciu1
7207,碻,kok3
7208,骹,haau1
7209,幧,ciu1
7210,橇,ceoi3
7211,橇,hiu1
7212,缲,ciu1
7213,缲,sou1
7214,缲,zou2
7215,繑,hiu1
7216,繑,kiu5
7217,趬,hiu1
7218,蹻,giu2
7219,蹻,hiu1
7220,乔,kiu4
7221,侨,kiu4
7222,荍,kiu4
7223,荞,kiu4
7224,桥,kiu4
7225,硚,kiu4
7226,睄,saau3
7227,睄,ciu4
7228,谯,ciu4
7229,嘺,kiu4
7230,嫶,ciu4
7231,嫶,ziu1
7232,憔,ciu4
7233,樵,ciu4
7234,瞧,ciu4
7235,趫,kiu4
7236,巧,haau2
7237,巧,kiu2
7238,愀,ciu2
7239,俏,ciu3
7240,诮,ciu3
7241,峭,ciu3
7242,帩,ciu3
7243,窍,hiu3
7244,窍,kiu3
7245,翘,kiu4
7246,撬,giu6
7247,撬,hiu3
7248,撽,gik1
7249,鞘,saau1
7250,鞘,ciu3
7251,躈,kiu3
7252,切,cai3
7253,切,cit3
7254,癿,gaa1
7255,茄,ke1
7256,茄,ke4
7257,且,ce2
7258,且,zeoi1
7259,妾,cip3
7260,怯,hip3
7261,窃,sit3
7262,挈,kit3
7263,惬,hip6
7264,朅,kit3
7265,箧,haap6
7266,緁,cap1
7267,锲,kit3
7268,踥,cip3
7269,鯜,cip3
7270,亲,can1
7271,亲,can3
7272,侵,cam1
7273,钦,jam1
7274,衾,kam1
7275,骎,cam1
7276,嵚,jam1
7277,綅,cim1
7278,顉,ham6
7279,顉,jam1
7280,芩,kam4
7281,芹,kan4
7282,秦,ceon4
7283,琴,kam4
7284,禽,kam4
7285,勤,kan4
7286,溱,zeon1
7287,靲,kam4
7288,噙,kam4
7289,擒,kam4
7290,斳,kan4
7291,檎,kam4
7292,瘽,gan2
7293,螓,ceon4
7294,懃,kan4
7295,坅,jam2
7296,梫,caam1
7297,寑,cam2
7298,锓,cim1
7299,寝,cam2
7300,吣,cam3
7301,沁,sam3
7302,揿,gam6
7303,瀙,can3
7304,青,ceng1
7305,青,cing1
7306,氢,hing1
7307,轻,heng1
7308,轻,hing1
7309,倾,king1
7310,卿,hing1
7311,圊,cing1
7312,清,ceng1
7313,清,cing1
7314,蜻,cing1
7315,鲭,cing1
7316,鑋,hing1
7317,勍,king4
7318,情,cing4
7319,殑,ging6
7320,殑,king4
7321,晴,ceng4
7322,晴,cing4
7323,氰,cing1
7324,擏,king4
7325,擎,king4
7326,檠,king4
7327,黥,king4
7328,顷,king2
7329,请,ceng2
7330,请,cing2
7331,庼,king2
7332,謦,hing3
7333,庆,hing3
7334,凊,zing6
7335,箐,zing1
7336,磬,hing3
7337,罄,hing3
7338,跫,kung4
7339,銎,kung4
7340,邛,kung4
7341,穷,kung4
7342,穹,hung1
7343,穹,kung4
7344,茕,king4
7345,笻,kung4
7346,惸,king4
7347,琼,king4
7348,蛩,kung4
7349,蛬,gung2
7350,璚,king4
7351,藑,king4
7352,藭,kung4
7353,丘,jau1
7354,邱,jau1
7355,坵,jau1
7356,秋,cau1
7357,蚯,jau1
7358,萩,cau1
7359,楸,cau1
7360,蓲,jau1
7361,鹙,cau1
7362,緧,cau1
7363,鳅,cau1
7364,囚,cau4
7365,犰,kau4
7366,朹,gwai2
7367,朹,kau4
7368,求,kau4
7369,虬,kau4
7370,泅,cau4
7371,泅,jau4
7372,俅,kau4
7373,訄,kau4
7374,酋,cau4
7375,酋,jau4
7376,逑,kau4
7377,釚,kau4
7378,梂,kau4
7379,球,kau4
7380,赇,kau4
7381,崷,cau4
7382,巯,kau4
7383,遒,cau4
7384,絿,kau4
7385,蛷,kau4
7386,裘,kau4
7387,觩,kau4
7388,璆,kau4
7389,蝤,cau4
7390,銶,kau4
7391,鮂,cau4
7392,鼽,kau4
7393,糗,cau3
7394,糗,jau2
7395,区,keoi1
7396,区,au1
7397,曲,guk1
7398,曲,kuk1
7399,佉,keoi1
7400,岖,keoi1
7401,诎,wat1
7402,诎,zeot1
7403,阹,keoi1
7404,驱,keoi1
7405,驱,au2
7406,屈,wat1
7407,岨,zeoi1
7408,岨,zeoi2
7409,抾,keoi1
7410,抾,gip3
7411,祛,keoi1
7412,胠,keoi1
7413,袪,keoi1
7414,蛆,ceoi1
7415,蛆,zeoi1
7416,躯,keoi1
7417,蛐,kuk1
7418,趋,ceoi1
7419,趋,cuk1
7420,魼,keoi1
7421,佢,heoi5
7422,佢,keoi5
7423,劬,keoi4
7424,斪,keoi4
7425,朐,keoi4
7426,胊,keoi4
7427,鸲,keoi4
7428,渠,keoi4
7429,絇,keoi4
7430,軥,keoi4
7431,蕖,keoi4
7432,磲,keoi4
7433,璩,keoi4
7434,蟝,keoi4
7435,鼩,keoi4
7436,蘧,keoi4
7437,灈,keoi4
7438,氍,keoi4
7439,籧,keoi4
7440,臞,keoi4
7441,癯,wu6
7442,蠷,keoi4
7443,衢,keoi4
7444,躣,keoi4
7445,蠼,keoi4
7446,蠼,fok3
7447,取,ceoi2
7448,竘,keoi5
7449,娶,ceoi2
7450,娶,ceoi3
7451,龋,geoi2
7452,去,heoi2
7453,去,heoi3
7454,呿,keoi1
7455,阒,gwik1
7456,觑,ceoi3
7457,趣,ceoi3
7458,趣,cuk1
7459,恮,cyun4
7460,悛,syun1
7461,圈,gyun6
7462,圈,hyun1
7463,全,cyun4
7464,权,kyun4
7465,佺,cyun4
7466,诠,cyun4
7467,泉,cyun4
7468,荃,cyun4
7469,拳,kyun4
7470,牷,cyun4
7471,辁,cyun4
7472,埢,gyun6
7473,婘,gyun3
7474,婘,kyun4
7475,惓,kyun4
7476,痊,cyun4
7477,铨,cyun4
7478,筌,cyun4
7479,跧,cyun4
7480,蜷,kyun4
7481,縓,cyun3
7482,縓,cyun4
7483,醛,cyun4
7484,鬈,kyun4
7485,巏,kyun4
7486,齤,kyun4
7487,蠸,kyun4
7488,颧,kyun4
7489,犬,hyun2
7490,甽,hyun2
7491,畎,hyun2
7492,绻,hyun3
7493,虇,hyun2
7494,劝,hyun3
7495,券,gyun3
7496,券,hyun3
7497,韏,gyun3
7498,炔,gai3
7499,炔,kyut3
7500,缺,kyut3
7501,蒛,kyut3
7502,瘸,ke4
7503,却,koek3
7504,埆,kok3
7505,悫,kok3
7506,雀,zoek3
7507,确,kok3
7508,阕,kyut3
7509,塙,kok3
7510,搉,kok3
7511,皵,coek3
7512,碏,coek3
7513,阙,kyut3
7514,鹊,coek3
7515,鹊,zoek3
7516,榷,kok3
7517,毃,haau1
7518,礐,kok3
7519,囷,kwan1
7520,峮,kwan1
7521,逡,seon1
7522,宭,kwan4
7523,裙,kwan4
7524,群,kwan4
7525,呥,jam1
7526,呥,jim4
7527,蚺,naam4
7528,蚺,jim4
7529,然,jin4
7530,髯,jim4
7531,燃,jin4
7532,冉,jim5
7533,姌,jim5
7534,苒,jim5
7535,染,jim5
7536,橪,jim5
7537,儴,joeng4
7538,勷,joeng4
7539,勷,soeng1
7540,瀼,joeng4
7541,蘘,joeng4
7542,禳,joeng4
7543,瓤,nong4
7544,穰,joeng4
7545,躟,nong5
7546,鬤,joeng5
7547,嚷,joeng5
7548,嚷,joeng6
7549,壤,joeng5
7550,攘,joeng4
7551,攘,joeng5
7552,纕,soeng1
7553,让,joeng6
7554,荛,jiu4
7555,饶,jiu4
7556,桡,naau4
7557,犪,kwai4
7558,扰,jiu2
7559,扰,jiu5
7560,娆,jiu4
7561,绕,jiu2
7562,绕,jiu5
7563,遶,jiu5
7564,惹,je5
7565,热,jit6
7566,人,jan4
7567,仁,jan4
7568,壬,jam4
7569,銋,jam4
7570,鵀,jam4
7571,忍,jan5
7572,荏,jam5
7573,荵,jan2
7574,棯,nim1
7575,棯,nim6
7576,稔,nam5
7577,刃,jan6
7578,认,jan6
7579,认,jing6
7580,仞,jan6
7581,讱,jan6
7582,任,jam4
7583,任,jam6
7584,纫,jan6
7585,妊,jam4
7586,牣,jan6
7587,纴,jam4
7588,轫,jan6
7589,韧,jan6
7590,韧,ngan6
7591,饪,jam5
7592,饪,jam6
7593,衽,jam5
7594,衽,jam6
7595,恁,jam6
7596,腍,jam6
7597,腍,nam4
7598,葚,sam6
7599,扔,jing4
7600,扔,wing1
7601,仍,jing4
7602,礽,jing4
7603,陾,jing4
7604,日,jat6
7605,驲,jat6
7606,戎,jung4
7607,肜,jung4
7608,狨,jung4
7609,绒,jung4
7610,茙,jung4
7611,茸,jung4
7612,茸,jung5
7613,荣,wing4
7614,容,jung4
7615,嵘,jing4
7616,嵘,wing4
7617,溶,jung4
7618,蓉,jung4
7619,榕,jung4
7620,熔,jung4
7621,瑢,jung4
7622,蝾,wing4
7623,镕,jung4
7624,氄,jung5
7625,融,jung4
7626,瀜,jung4
7627,冗,jung2
7628,軵,fu2
7629,軵,jung5
7630,厹,kau4
7631,禸,jau5
7632,柔,jau4
7633,揉,jau4
7634,葇,jau4
7635,糅,jau2
7636,糅,nau6
7637,蹂,jau4
7638,輮,jau4
7639,鞣,jau4
7640,楺,jau4
7641,煣,jau2
7642,肉,juk6
7643,如,jyu4
7644,帤,jyu4
7645,茹,jyu4
7646,茹,jyu6
7647,袽,jyu4
7648,铷,jyu6
7649,蕠,jyu4
7650,儒,jyu4
7651,嚅,jyu4
7652,嬬,jyu4
7653,孺,jyu4
7654,孺,jyu6
7655,濡,jyu4
7656,薷,jyu4
7657,鴽,jyu4
7658,襦,jyu4
7659,繻,seoi1
7660,蠕,jyun5
7661,醹,jyu4
7662,汝,jyu5
7663,乳,jyu5
7664,辱,juk6
7665,鄏,juk6
7666,入,jap6
7667,洳,jyu6
7668,溽,juk6
7669,缛,juk6
7670,蓐,juk6
7671,褥,juk6
7672,擩,jeoi5
7673,擩,jyu5
7674,堧,jyun4
7675,撋,jeon6
7676,撋,no4
7677,壖,jyun4
7678,阮,jyun2
7679,阮,jyun5
7680,朊,gun2
7681,朊,jyun2
7682,软,jyun5
7683,耎,jyun5
7684,蝡,jyun5
7685,瓀,jyun5
7686,礝,jyun5
7687,桵,jeoi4
7688,緌,jeoi4
7689,蕤,jeoi4
7690,蕊,jeoi5
7691,蕊,jeoi6
7692,橤,jeoi5
7693,繠,jeoi5
7694,汭,jeoi6
7695,芮,jeoi6
7696,枘,jeoi6
7697,蚋,jeoi6
7698,锐,jeoi6
7699,瑞,seoi6
7700,睿,jeoi6
7701,叡,haai6
7702,叡,jeoi6
7703,闰,jeon6
7704,润,jeon6
7705,挼,no4
7706,捼,no4
7707,若,je5
7708,若,joek6
7709,偌,je6
7710,弱,joek6
7711,鄀,joek6
7712,婼,coek3
7713,渃,joek6
7714,楉,joek6
7715,蒻,joek6
7716,箬,joek6
7717,爇,jyut3
7718,仨,saam1
7719,撒,saat3
7720,洒,saa2
7721,洒,sai2
7722,靸,saap3
7723,卅,saa1
7724,钑,kap1
7725,飒,saap3
7726,萨,saat3
7727,摋,saat3
7728,馺,saap3
7729,毢,soi1
7730,揌,sak1
7731,塞,sak1
7732,塞,coi3
7733,毸,soi1
7734,腮,soi1
7735,鳃,soi1
7736,嗮,saai3
7737,赛,coi3
7738,僿,si1
7739,三,saam1
7740,三,saam3
7741,毵,saam1
7742,鬖,saam1
7743,伞,saan3
7744,散,saan2
7745,散,saan3
7746,糁,saam2
7747,鏒,sam3
7748,桑,song1
7749,嗓,song1
7750,嗓,song2
7751,搡,song2
7752,磉,song2
7753,颡,song2
7754,丧,song1
7755,丧,song3
7756,慅,cou2
7757,慅,sou1
7758,搔,sou1
7759,骚,sou1
7760,缫,sou1
7761,臊,sou1
7762,臊,sou3
7763,扫,sou2
7764,扫,sou3
7765,嫂,sou2
7766,埽,sou3
7767,瘙,sou3
7768,氉,cou3
7769,矂,cou3
7770,色,sik1
7771,涩,saap3
7772,涩,sap1
7773,涩,gip3
7774,啬,sik1
7775,铯,sik1
7776,瑟,sat1
7777,濇,saap3
7778,濇,sik1
7779,穑,sik1
7780,璱,sat1
7781,轖,sik1
7782,譅,sap1
7783,森,sam1
7784,槮,sam1
7785,襂,sam1
7786,篸,caam2
7787,篸,cam1
7788,僧,sang1
7789,僧,zang1
7790,鬙,zang1
7791,杀,saai3
7792,杀,saat3
7793,沙,saa1
7794,纱,saa1
7795,砂,saa1
7796,唦,saa1
7797,莎,saa1
7798,莎,so1
7799,铩,saat3
7800,痧,saa1
7801,蔱,saat3
7802,裟,saa1
7803,樧,saat3
7804,魦,saa1
7805,鲨,saa1
7806,閷,saat3
7807,傻,so4
7808,唼,zaap3
7809,啥,saa1
7810,萐,saap3
7811,喢,saap3
7812,歃,saap3
7813,煞,saat3
7814,箑,saap3
7815,箑,zit6
7816,翣,saap3
7817,霎,saap3
7818,筛,sai1
7819,簁,sai1
7820,晒,saai3
7821,山,saan1
7822,删,saan1
7823,杉,caam3
7824,杉,saam1
7825,芟,saam1
7826,姗,saan1
7827,衫,saam1
7828,钐,saam1
7829,钐,sin3
7830,埏,jin4
7831,挻,saan1
7832,珊,saan1
7833,舢,saan1
7834,烻,jin3
7835,痁,dim3
7836,笘,sim1
7837,跚,saan1
7838,搧,sin3
7839,幓,saam1
7840,煽,sin3
7841,潸,saan1
7842,潸,saan2
7843,縿,caam1
7844,膻,saan1
7845,膻,zin1
7846,闪,sim2
7847,陕,sim2
7848,晱,sim2
7849,煔,sim2
7850,睒,sim2
7851,讪,saan3
7852,汕,saan3
7853,疝,saan3
7854,苫,sim1
7855,苫,sim3
7856,剡,jim5
7857,剡,sim6
7858,扇,sin3
7859,善,sin6
7860,骟,sin3
7861,鄯,sin6
7862,墠,sin6
7863,墡,sin6
7864,缮,sin6
7865,嬗,sin6
7866,擅,sin6
7867,樿,sin6
7868,膳,sin6
7869,謆,sin3
7870,赡,sim6
7871,赡,sin6
7872,蟺,sin6
7873,鳝,sin5
7874,伤,soeng1
7875,殇,soeng1
7876,商,soeng1
7877,愓,soeng1
7878,愓,dong6
7879,觞,soeng1
7880,蔏,soeng1
7881,熵,soeng1
7882,鬺,soeng1
7883,裳,soeng4
7884,垧,gwing1
7885,晌,hoeng2
7886,赏,soeng2
7887,上,soeng5
7888,上,soeng6
7889,尚,soeng6
7890,弰,saau1
7891,捎,saau1
7892,梢,saau1
7893,烧,siu1
7894,莦,saau1
7895,稍,saau2
7896,旓,saau1
7897,筲,saau1
7898,艄,saau1
7899,蛸,saau1
7900,蛸,siu1
7901,髾,saau1
7902,鮹,saau1
7903,勺,soek3
7904,勺,zoek3
7905,芍,coek3
7906,芍,zoek3
7907,苕,tiu4
7908,韶,siu4
7909,少,siu2
7910,少,siu3
7911,劭,siu6
7912,卲,siu6
7913,邵,siu6
7914,绍,siu6
7915,哨,saau3
7916,袑,siu6
7917,潲,saau3
7918,奢,ce1
7919,奢,se1
7920,猞,se3
7921,赊,se1
7922,畲,se4
7923,輋,ce4
7924,檨,ce1
7925,舌,sit3
7926,舌,sit6
7927,蛇,se4
7928,蛇,ji4
7929,舍,se2
7930,舍,se3
7931,舍,se5
7932,厍,se3
7933,设,cit3
7934,社,se5
7935,射,je6
7936,射,se6
7937,射,jik6
7938,涉,sip3
7939,赦,se3
7940,慑,sip3
7941,慑,zip3
7942,摄,sip3
7943,滠,sip3
7944,摵,saak3
7945,摵,cik1
7946,蔎,cit3
7947,韘,sip3
7948,騇,se3
7949,麝,se6
7950,申,san1
7951,屾,san1
7952,伸,san1
7953,身,san1
7954,身,gyun1
7955,侁,san1
7956,呻,san1
7957,绅,san1
7958,诜,san1
7959,姺,sin2
7960,氠,san1
7961,珅,san1
7962,籸,fan1
7963,娠,san1
7964,娠,zan3
7965,甡,san1
7966,砷,san1
7967,深,sam1
7968,兟,san1
7969,罧,sam1
7970,燊,san1
7971,駪,san1
7972,神,san1
7973,神,san4
7974,邥,sam2
7975,抌,dam2
7976,审,sam2
7977,哂,saai3
7978,哂,can2
7979,矧,can2
7980,谂,lam2
7981,谂,sam2
7982,婶,sam2
7983,渖,sam2
7984,瞫,sam2
7985,肾,san5
7986,肾,san6
7987,甚,sam6
7988,甚,sap6
7989,胂,san6
7990,渗,sam3
7991,脤,san5
7992,慎,san6
7993,椹,sam6
7994,椹,zam1
7995,蜃,san4
7996,蜃,san5
7997,升,sing1
7998,生,saang1
7999,生,sang1
8000,呏,sing1
8001,声,seng1
8002,声,sing1
8003,牲,saang1
8004,牲,sang1
8005,胜,saang1
8006,胜,sing1
8007,胜,sing3
8008,笙,saang1
8009,笙,sang1
8010,甥,saang1
8011,甥,sang1
8012,鼪,sang1
8013,渑,man5
8014,渑,sing4
8015,绳,sing4
8016,省,saang2
8017,省,sing2
8018,眚,saang2
8019,渻,saang2
8020,渻,sing2
8021,圣,sing3
8022,晟,sing4
8023,盛,sing4
8024,盛,sing6
8025,剩,sing6
8026,剩,zing6
8027,嵊,sing6
8028,尸,si1
8029,失,sat1
8030,师,si1
8031,虱,sat1
8032,诗,si1
8033,邿,si1
8034,鸤,si1
8035,施,ji6
8036,施,si1
8037,浉,si1
8038,狮,si1
8039,絁,si1
8040,湿,sap1
8041,葹,si1
8042,蓍,si1
8043,酾,si1
8044,褷,si1
8045,鰤,si1
8046,襹,si1
8047,十,sap6
8048,什,sam6
8049,什,sap6
8050,石,daam3
8051,石,sek6
8052,时,si4
8053,识,zi3
8054,识,sik1
8055,实,sat6
8056,姼,ci2
8057,姼,si4
8058,拾,sap6
8059,祏,sek6
8060,蚀,sik6
8061,食,ji6
8062,食,zi6
8063,食,sik6
8064,埘,si4
8065,莳,si4
8066,寔,sat6
8067,湜,sat6
8068,湜,zik6
8069,榯,si4
8070,鲥,si4
8071,鼫,sek6
8072,史,si2
8073,矢,ci2
8074,豕,ci2
8075,使,sai2
8076,使,si2
8077,使,si3
8078,始,ci2
8079,驶,sai2
8080,屎,hei1
8081,屎,si2
8082,士,si6
8083,氏,si6
8084,氏,zi1
8085,世,sai3
8086,仕,si6
8087,市,si5
8088,示,si6
8089,式,sik1
8090,忕,taai3
8091,戺,si6
8092,事,si6
8093,侍,si6
8094,势,sai3
8095,视,si6
8096,试,si3
8097,试,si5
8098,饰,sik1
8099,室,sat1
8100,恀,ci2
8101,恃,ci5
8102,恃,si5
8103,拭,sik1
8104,是,si6
8105,柿,ci2
8106,柿,ci5
8107,贳,sai3
8108,适,dik1
8109,适,sik1
8110,适,kut3
8111,栻,sik1
8112,舐,laai2
8113,舐,saai2
8114,舐,saai5
8115,舐,lem2
8116,舐,lim2
8117,轼,sik1
8118,逝,sai6
8119,铈,si5
8120,揓,to1
8121,谥,si3
8122,释,sik1
8123,嗜,si3
8124,弒,si3
8125,筮,sai6
8126,誓,sai6
8127,奭,sik1
8128,噬,sai6
8129,澨,sai6
8130,諟,si6
8131,遾,sai6
8132,檡,zaak6
8133,螫,cik1
8134,螫,sik1
8135,簭,sai6
8136,襫,sik1
8137,收,sau1
8138,手,sau2
8139,守,sau2
8140,首,sau2
8141,艏,sau2
8142,寿,sau6
8143,受,sau6
8144,狩,sau2
8145,狩,sau3
8146,兽,sau3
8147,售,sau6
8148,授,sau6
8149,绶,sau6
8150,瘦,sau3
8151,书,syu1
8152,殳,syu4
8153,抒,syu1
8154,纾,syu1
8155,叔,suk1
8156,杸,syu4
8157,枢,syu1
8158,姝,syu1
8159,姝,zyu1
8160,倏,suk1
8161,殊,syu4
8162,梳,so1
8163,淑,suk6
8164,焂,suk1
8165,菽,suk6
8166,軗,guk1
8167,鄃,syu1
8168,疏,so1
8169,疏,so3
8170,舒,syu1
8171,摅,syu1
8172,毹,jyu4
8173,毹,syu1
8174,綀,so1
8175,输,syu1
8176,蔬,so1
8177,鮛,suk1
8178,儵,suk1
8179,秫,seot6
8180,孰,suk6
8181,赎,suk6
8182,塾,suk6
8183,熟,suk6
8184,暑,syu2
8185,黍,syu2
8186,署,cyu5
8187,署,syu5
8188,鼠,syu2
8189,蜀,suk6
8190,薯,syu4
8191,薯,syu5
8192,曙,cyu5
8193,曙,syu5
8194,癙,syu2
8195,藷,syu4
8196,襡,suk6
8197,籔,sou2
8198,籔,sau2
8199,鸀,suk6
8200,鸀,zuk1
8201,朮,seot6
8202,术,seot6
8203,戍,syu3
8204,束,cuk1
8205,沭,seot6
8206,述,seot6
8207,树,syu6
8208,竖,syu6
8209,恕,syu3
8210,庶,syu3
8211,尌,syu6
8212,裋,syu6
8213,数,sok3
8214,数,sou2
8215,数,sou3
8216,腧,syu6
8217,鉥,seot6
8218,墅,seoi5
8219,漱,sou3
8220,漱,sau3
8221,澍,syu6
8222,刷,caat3
8223,刷,saat3
8224,唰,caat3
8225,耍,saa2
8226,衰,ceoi1
8227,衰,seoi1
8228,摔,seoi1
8229,摔,seot1
8230,甩,lat1
8231,帅,seoi3
8232,帅,seot1
8233,蟀,seot1
8234,闩,saan1
8235,拴,saan1
8236,栓,saan1
8237,涮,saan3
8238,双,soeng1
8239,霜,soeng1
8240,孀,soeng1
8241,骦,soeng1
8242,鷞,soeng1
8243,艭,soeng1
8244,爽,song2
8245,塽,song2
8246,谁,seoi4
8247,脽,seoi4
8248,水,seoi2
8249,帨,seoi3
8250,涗,seoi3
8251,税,seoi3
8252,裞,seoi3
8253,睡,seoi6
8254,吮,syun5
8255,楯,seon5
8256,楯,teon5
8257,顺,seon6
8258,舜,seon3
8259,蕣,seon3
8260,瞚,seon3
8261,瞬,seon3
8262,说,seoi3
8263,说,jyut6
8264,说,syut3
8265,妁,zoek3
8266,烁,lik1
8267,烁,soek3
8268,朔,sok3
8269,铄,soek3
8270,欶,sok3
8271,硕,sek6
8272,嗍,sok3
8273,搠,sok3
8274,蒴,sok3
8275,嗽,sau3
8276,槊,sok3
8277,箾,sok3
8278,鎙,sok3
8279,纟,mik6
8280,丝,si1
8281,司,si1
8282,私,si1
8283,思,si1
8284,思,si3
8285,思,soi1
8286,虒,si1
8287,鸶,si1
8288,斯,si1
8289,缌,si1
8290,蛳,si1
8291,禗,si1
8292,飔,si1
8293,凘,si1
8294,厮,si1
8295,禠,si1
8296,罳,si1
8297,锶,si1
8298,嘶,sai1
8299,嘶,si1
8300,撕,si1
8301,澌,si1
8302,蟴,si1
8303,鼶,si1
8304,死,sei2
8305,死,si2
8306,巳,zi6
8307,四,sei3
8308,四,si3
8309,寺,zi6
8310,汜,ci5
8311,伺,zi6
8312,似,ci5
8313,兕,zi6
8314,姒,ci5
8315,祀,zi6
8316,泗,si3
8317,饲,zi6
8318,驷,si3
8319,俟,kei4
8320,俟,zi6
8321,柶,si3
8322,梩,lei4
8323,涘,zi6
8324,肂,si3
8325,笥,zi6
8326,耜,zi6
8327,覗,zi6
8328,嗣,zi6
8329,肆,sei3
8330,肆,si3
8331,蕼,sei3
8332,儩,ci3
8333,騃,ngoi4
8334,忪,zung1
8335,松,cung4
8336,松,sung1
8337,娀,sung1
8338,崧,sung1
8339,淞,sung1
8340,菘,sung1
8341,嵩,sung1
